,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
1309,Honda,WR-V,4.0,21000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,6.5,10.255
1312,Maruti,Swift,13.0,70000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,1.7,7.746715686274511
1314,Honda,City,6.0,50000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5.0,6.5,14.74
1316,Maruti,Alto,2.0,12955.0,Individual,Petrol,Manual,23.95,998.0,67.1,5.0,3.75,4.112027027027027
1317,Hyundai,i10,13.0,92000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,1.9,7.138266666666667
1318,Ford,Figo,9.0,80000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,1.73,8.954999999999998
1319,Skoda,Rapid,5.0,80000.0,Individual,Diesel,Manual,21.13,1498.0,108.6,5.0,6.5,12.28091836734694
1321,Maruti,Swift,2.0,8043.0,Trustmark Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,6.75,7.51
1322,Honda,Amaze,5.0,35118.0,Dealer,Petrol,Manual,17.8,1198.0,86.7,5.0,4.75,8.47
1324,Tata,Safari,7.0,56000.0,Dealer,Petrol,Manual,12.0,2092.0,127.0,7.0,6.75,18.13
1325,Maruti,Celerio,2.0,10000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.8,5.975
1327,Hyundai,Creta,5.0,52000.0,Dealer,Diesel,Automatic,17.01,1582.0,126.2,5.0,10.5,16.48
1328,Maruti,Wagon R,3.0,16631.0,Trustmark Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,4.1,6.135
1330,Hyundai,i20,4.0,48000.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,5.2,10.810042134831459
1331,Skoda,Rapid,8.0,50000.0,Individual,Petrol,Automatic,14.3,1598.0,103.6,5.0,2.39,12.135
1332,Maruti,Wagon R,8.0,58000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,2.48,5.95
1333,Tata,Safari,7.0,50000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,8.0,18.13
1334,Hyundai,i10,5.0,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,3.65,7.138266666666667
1335,Honda,Amaze,4.0,58900.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,4.7,8.435
1339,Hyundai,Santro,2.0,30000.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,5.5,6.475
1340,Maruti,Wagon R,11.0,147626.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,1.99,5.95
1341,Hyundai,i20,7.0,67300.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,3.68,11.415
1342,Renault,Duster,9.0,100000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,5.5,14.16888888888889
1343,Hyundai,Elantra,6.0,65000.0,Dealer,Diesel,Automatic,19.5,1582.0,126.24,5.0,7.95,23.57
1344,Maruti,Swift,11.0,160000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,2.5,7.746715686274511
1345,Maruti,Alto,11.0,43000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.7,4.112027027027027
1346,Hyundai,i20,4.0,44000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5,10.72
1347,Maruti,Wagon R,9.0,16000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,4.0,6.24
1348,Skoda,Rapid,7.0,110000.0,Individual,Diesel,Manual,21.14,1498.0,103.52,5.0,5.5,12.28091836734694
1349,Datsun,GO,4.0,20000.0,Individual,Petrol,Manual,20.63,1198.0,67.06,5.0,3.0,5.84
1351,Maruti,Ciaz,4.0,63500.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.65,11.595719424460432
1353,Maruti,Ertiga,9.0,40000.0,Individual,Diesel,Manual,20.77,1248.0,88.8,7.0,6.5,10.45789156626506
1355,Hyundai,Grand,5.0,46000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.55,7.34
1357,Maruti,Swift,7.0,70000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,4.5,7.81
1358,Hyundai,Verna,9.0,68812.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.4,14.578887559808614
1359,Hyundai,Santro,2.0,5000.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,5.5,5.835
1360,Maruti,Swift Dzire,8.0,110000.0,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,4.2,8.285
1361,Renault,Duster,8.0,56000.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,4.5,14.16888888888889
1362,Renault,Duster,4.0,40000.0,Individual,Diesel,Automatic,19.6,1461.0,108.45,5.0,10.0,14.16888888888889
1363,Maruti,Swift Dzire,8.0,120000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.3,8.329472891566265
1364,Ford,Figo,7.0,57000.0,Individual,Diesel,Manual,20.0,1399.0,68.05,5.0,2.75,9.07
1368,Mahindra,Bolero,11.0,120000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,2.55,9.87
1370,Renault,Duster,8.0,61000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,4.5,14.16888888888889
1371,Honda,Amaze,2.0,23000.0,Individual,Petrol,Manual,19.5,1199.0,88.76,5.0,6.51,8.71
1372,Maruti,Ertiga,5.0,52000.0,Dealer,Diesel,Manual,24.2,1498.0,93.87,7.0,6.75,10.45789156626506
1373,Hyundai,i20,4.0,42000.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,5.49,11.415
1376,Maruti,Swift Dzire,4.0,28860.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,5.2,8.329472891566265
1377,Maruti,Wagon R,5.0,26000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,3.75,6.24
1379,Maruti,Alto,9.0,10000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.25,4.112027027027027
1380,Maruti,Swift Dzire,10.0,70000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,3.15,8.69
1383,Maruti,Swift Dzire,3.0,20000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.5,8.329472891566265
1384,Maruti,Baleno,6.0,63000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.1,8.693429752066116
1385,Maruti,Swift,8.0,90145.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,3.5,7.746715686274511
1388,Honda,City,5.0,5000.0,Individual,Petrol,Manual,17.8,1497.0,117.3,5.0,9.0,14.645
1390,Tata,Nexon,3.0,60000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,7.0,10.78
1391,Maruti,Baleno,4.0,25000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.9,8.55
1393,Honda,City,12.0,59915.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.95,14.74
1394,Mahindra,XUV500,2.0,31000.0,Individual,Diesel,Manual,15.1,2179.0,152.87,7.0,14.5,18.8
1396,Hyundai,i20,3.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.84,10.625
1397,Hyundai,i20,3.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.2,10.810042134831459
1398,Maruti,Swift Dzire,6.0,120000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,3.5,8.465
1399,Hyundai,Grand,8.0,32000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,3.65,7.071195054945055
1401,Maruti,Ertiga,5.0,30000.0,Dealer,Petrol,Manual,17.5,1373.0,91.1,7.0,6.35,10.34
1402,Toyota,Innova,7.0,54800.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,8.51,24.848359375
1404,Maruti,Swift,8.0,13000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,4.5,7.715
1406,Ford,Ecosport,7.0,60000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.6,11.965
1407,Honda,City,3.0,41000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,8.0,14.74
1409,Hyundai,i20,5.0,55000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,5.4,11.17
1410,Maruti,Swift Dzire,6.0,80000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,4.8,8.329472891566265
1412,Maruti,Swift Dzire,7.0,60000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5,8.329472891566265
1413,Mahindra,Scorpio,5.0,46000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.65,17.51
1414,Renault,Duster,3.0,77000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,7.3,14.16888888888889
1415,Toyota,Innova,6.0,60200.0,Individual,Diesel,Manual,12.99,2494.0,100.6,8.0,8.2,24.848359375
1417,Renault,KWID,4.0,30000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,3.0,5.05
1418,Ford,Ecosport,8.0,98813.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,3.5,11.31
1421,Maruti,Alto,5.0,120000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,1.98,3.905
1423,Maruti,Swift Dzire,8.0,80000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.01,8.329472891566265
1424,Ford,Ecosport,5.0,27000.0,Dealer,Petrol,Manual,15.85,1499.0,110.4,5.0,6.3,10.76
1425,Hyundai,Verna,2.0,4000.0,Dealer,Petrol,Automatic,17.0,1591.0,121.3,5.0,12.5,13.07
1426,Hyundai,i20,7.0,60000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,4.0,10.810042134831459
1427,Maruti,Swift,6.0,45000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,4.5,7.746715686274511
1428,Volkswagen,Vento,7.0,95000.0,Dealer,Diesel,Manual,20.34,1498.0,103.2,5.0,4.35,13.294659090909091
1431,Maruti,Swift,6.0,30000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.5,7.715
1432,Maruti,Vitara,4.0,79000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.25,10.815
1433,Hyundai,Grand,6.0,50283.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.04,6.525
1434,Honda,City,11.0,80000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,3.0,14.74
1435,Hyundai,i20,7.0,110000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5.0,4.5,10.475
1436,Toyota,Innova,14.0,200000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,7.0,5.0,24.848359375
1437,Honda,Jazz,6.0,65000.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,4.5,10.077314814814814
1438,Datsun,GO,3.0,21500.0,Individual,Petrol,Manual,20.63,1198.0,67.0,5.0,4.3,5.84
1439,Hyundai,i20,10.0,52000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,2.6,10.810042134831459
1440,Maruti,Alto,5.0,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.35,4.13
1441,Maruti,Baleno,3.0,20000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.8,8.55
1443,Volkswagen,Vento,5.0,60000.0,Dealer,Diesel,Automatic,21.5,1498.0,108.5,5.0,6.4,13.294659090909091
1444,Renault,KWID,3.0,20000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,3.67,4.94
1445,Datsun,GO,4.0,24000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,4.25,6.53
1446,Maruti,Swift Dzire,3.0,60000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.4,8.329472891566265
1447,Tata,Tiago,4.0,80000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,4.0,6.773722222222222
1449,Maruti,Swift Dzire,8.0,45000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.9,8.329472891566265
1452,Tata,Tiago,2.0,15000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,5.7,6.76
1453,Hyundai,Santro,2.0,4540.0,Dealer,Petrol,Automatic,20.3,1086.0,68.07,5.0,5.8,6.195
1454,Tata,Safari,6.0,50000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,6.25,18.13
1455,Hyundai,Grand,3.0,41000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.2,7.11
1456,Maruti,Swift Dzire,7.0,50900.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,4.5,8.329472891566265
1457,Maruti,Swift,4.0,55000.0,Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,4.5,7.746715686274511
1458,Maruti,Swift,7.0,75727.0,Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,4.25,7.815
1459,Maruti,Baleno,3.0,20000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.8,8.33
1460,Hyundai,i20,2.0,20000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,6.25,10.715
1462,Maruti,Swift,9.0,62000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,3.49,7.746715686274511
1463,Maruti,Alto,8.0,70000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.2,4.112027027027027
1464,Honda,City,11.0,49000.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5.0,3.6,14.305
1465,Mahindra,Scorpio,10.0,137000.0,Individual,Diesel,Automatic,11.79,2179.0,120.0,8.0,4.8,17.165
1469,Maruti,Baleno,2.0,5808.0,Trustmark Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,7.5,8.475
1470,Maruti,Baleno,4.0,8245.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.9,8.675
1471,Honda,Jazz,5.0,73000.0,Individual,Diesel,Manual,27.3,1498.0,98.6,5.0,7.2,10.077314814814814
1473,Ford,Ecosport,6.0,69997.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,5.3,11.715
1474,Maruti,Vitara,2.0,35000.0,Individual,Diesel,Automatic,24.3,1248.0,88.5,5.0,9.4,10.815
1476,Hyundai,Santro,2.0,10000.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,5.0,5.835
1477,Maruti,Eeco,2.0,13000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.4,4.755
1481,Maruti,Vitara,4.0,20000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.75,10.815
1483,Maruti,Swift,6.0,68251.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.1,7.746715686274511
1484,Hyundai,Creta,4.0,36000.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5.0,11.25,16.085
1486,Toyota,Innova,10.0,60000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,6.0,24.848359375
1488,Mahindra,Scorpio,6.0,60000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,10.5,17.51
1492,Maruti,Wagon R,3.0,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.75,6.24
1493,Honda,Amaze,4.0,28000.0,Dealer,Petrol,Manual,17.8,1198.0,86.7,5.0,5.0,8.47
1494,Maruti,Swift,5.0,42000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.85,7.746715686274511
1495,Maruti,Swift,6.0,90000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,4.2,7.746715686274511
1496,Hyundai,i20,4.0,35000.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,6.0,10.810042134831459
1497,Honda,City,10.0,50000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.0,14.74
1498,Volkswagen,Polo,5.0,100000.0,Individual,Diesel,Manual,20.14,1498.0,88.0,5.0,6.3,9.286482558139534
1500,Tata,Safari,8.0,120000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,6.0,18.13
1501,Mahindra,XUV500,8.0,63000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,5.8,19.91
1503,Maruti,Alto,9.0,24943.0,Trustmark Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.35,4.112027027027027
1504,Mahindra,Scorpio,3.0,48976.0,Dealer,Diesel,Manual,15.4,2523.0,75.0,7.0,10.11,17.51
1506,Maruti,Wagon R,13.0,110000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,1.25,5.95
1507,Maruti,Wagon R,3.0,25000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0,6.185168439716312
1508,Mahindra,Scorpio,9.0,110000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,9.0,6.0,17.51
1509,Mahindra,XUV500,6.0,55000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,9.25,20.01618556701031
1510,Toyota,Innova,4.0,136226.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,14.25,24.575
1511,Mahindra,Thar,8.0,49000.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,6.0,4.75,15.738928571428573
1512,Toyota,Innova,12.0,250000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,6.0,24.848359375
1513,Maruti,Vitara,4.0,24000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.85,10.815
1514,Hyundai,i20,4.0,7500.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,6.6,10.810042134831459
1515,Datsun,GO,5.0,50000.0,Individual,Petrol,Manual,20.63,1198.0,67.0,5.0,2.35,5.84
1517,Maruti,Wagon R,9.0,20000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,2.3,6.24
1519,Hyundai,Grand,3.0,15000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,6.0,7.071195054945055
1522,Maruti,Ciaz,2.0,15260.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,10.95,11.595719424460432
1523,Renault,Duster,9.0,58000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,5.0,14.16888888888889
1524,Toyota,Innova,7.0,60000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,7.75,24.848359375
1526,Renault,Triber,2.0,10000.0,Individual,Petrol,Manual,20.0,999.0,72.0,7.0,5.5,7.4
1528,Maruti,Alto,7.0,35000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.5,3.99
1529,Maruti,Ciaz,3.0,70000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.25,11.595719424460432
1530,Hyundai,Santro,11.0,60000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,1.8,6.376
1531,Ford,Aspire,5.0,20000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,5.25,7.785
1532,Renault,Duster,5.0,55000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,6.0,14.16888888888889
1533,Honda,City,8.0,42462.0,Dealer,Petrol,Manual,17.8,1498.0,119.35,5.0,4.8,14.905
1534,Honda,Amaze,1.0,12000.0,Dealer,Petrol,Manual,18.6,1199.0,88.76,5.0,7.85,8.47
1535,Honda,City,7.0,70000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5.0,5.6,14.305
1536,Hyundai,i20,2.0,12973.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.86,5.0,6.9,10.72
1537,Ford,Ecosport,3.0,16000.0,Dealer,Petrol,Manual,17.0,1497.0,121.31,5.0,8.75,11.16
1540,Maruti,Swift Dzire,9.0,55236.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,3.5,8.39
1541,Honda,WR-V,2.0,10000.0,Individual,Diesel,Manual,25.5,1498.0,98.6,5.0,9.75,12.41
1543,Honda,City,4.0,49000.0,Dealer,Petrol,Automatic,17.4,1497.0,117.6,5.0,9.7,14.715
1545,Hyundai,Grand,8.0,91468.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,2.8,7.071195054945055
1547,Tata,Tiago,3.0,68000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,3.81,6.773722222222222
1549,Hyundai,i20,2.0,20000.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,7.0,10.810042134831459
1550,Mahindra,Thar,8.0,45000.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,7.0,5.45,15.835
1551,Maruti,Alto,17.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.77,4.112027027027027
1552,Hyundai,i10,10.0,80000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.25,7.138266666666667
1553,Maruti,Swift,5.0,80000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,5.1,7.92
1555,Mahindra,Scorpio,6.0,35000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.5,17.51
1556,Maruti,Vitara,5.0,63000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.35,10.815
1559,Ford,Aspire,6.0,42000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,4.75,10.175
1560,Hyundai,Santro,9.0,170000.0,Individual,CNG,Manual,11.88,1086.0,62.1,5.0,1.75,6.376
1561,Honda,Civic,14.0,60000.0,Individual,Petrol,Automatic,12.9,1799.0,130.0,5.0,3.2,23.295
1562,Maruti,Baleno,3.0,19000.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,6.75,8.55
1564,Tata,Tiago,4.0,59000.0,Dealer,Diesel,Manual,27.28,1047.0,69.0,5.0,3.75,6.773722222222222
1567,Maruti,Swift Dzire,6.0,36000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,5.45,8.329472891566265
1568,Maruti,Celerio,2.0,50000.0,Individual,Petrol,Manual,21.63,998.0,67.0,5.0,5.0,5.97
1569,Skoda,Rapid,3.0,40000.0,Individual,Petrol,Automatic,14.84,1598.0,103.2,5.0,7.0,12.135
1571,Maruti,Celerio,7.0,110000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,2.5,5.8
1572,Maruti,Alto,15.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.35,4.112027027027027
1573,Maruti,Ertiga,6.0,72909.0,Dealer,Petrol,Manual,19.01,1462.0,103.26,7.0,5.25,10.34
1574,Hyundai,Creta,4.0,38425.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,9.6,16.165
1576,Hyundai,i20,3.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,7.0,10.33
1579,Maruti,Swift Dzire,4.0,74014.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,6.69,8.329472891566265
1580,Maruti,Celerio,7.0,76000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.15,5.875
1581,Hyundai,Verna,3.0,15000.0,Individual,Diesel,Manual,22.0,1582.0,126.2,5.0,12.4,14.578887559808614
1583,Maruti,Alto,6.0,35100.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.9,4.112027027027027
1584,Hyundai,Verna,13.0,120000.0,Individual,Diesel,Manual,16.8,1493.0,110.0,5.0,2.15,15.465
1586,Maruti,Vitara,3.0,60000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.5,10.815
1587,Hyundai,Grand,4.0,22000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.9,6.985
1590,Ford,Figo,8.0,145000.0,Individual,Diesel,Manual,20.0,1399.0,68.1,5.0,2.4,9.185
1591,Maruti,Swift,8.0,70000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.3,7.746715686274511
1592,Maruti,Alto,13.0,97000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.95,4.112027027027027
1593,Maruti,Ertiga,7.0,22681.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7.0,5.25,10.34
1596,Volkswagen,Vento,7.0,96000.0,Individual,Petrol,Manual,15.04,1598.0,103.2,5.0,3.9,13.305
1597,Hyundai,i20,4.0,27000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.75,10.475
1598,Maruti,Swift,8.0,72000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.1,7.746715686274511
1600,Hyundai,i20,7.0,57212.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.5,11.17
1601,Hyundai,i20,7.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.0,9.495
1602,Hyundai,i20,3.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.6,10.33
1603,Maruti,Swift Dzire,3.0,60000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.0,8.329472891566265
1605,Maruti,Alto,10.0,39513.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.0,4.112027027027027
1606,Maruti,Ertiga,4.0,40000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,8.65,10.45789156626506
1608,Maruti,Dzire VXI,1.0,8000.0,Individual,Petrol,Manual,23.26,1197.0,88.5,5.0,6.5,8.465
1609,Mahindra,XUV500,7.0,120000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,9.0,19.945
1610,Maruti,Swift Dzire,4.0,15659.0,Trustmark Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,6.25,8.24
1612,Maruti,Wagon R,6.0,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0,6.05
1613,Mahindra,XUV500,4.0,65000.0,Dealer,Diesel,Automatic,16.0,1997.0,140.0,7.0,11.75,19.91
1614,Renault,KWID,5.0,80000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.5,4.67
1615,Hyundai,Venue,2.0,3800.0,Individual,Petrol,Manual,18.27,998.0,118.35,5.0,9.5,10.36
1616,Honda,Amaze,5.0,54000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,5.1,8.53
1619,Maruti,Celerio,4.0,25000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.45,5.875
1621,Volkswagen,Polo,11.0,61000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,2.35,9.09
1623,Renault,KWID,5.0,25000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,3.0,5.05
1624,Maruti,Wagon R,10.0,64000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,2.25,6.005
1628,Maruti,Swift,9.0,51000.0,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,2.91,7.51
1630,Honda,City,6.0,40000.0,Individual,Diesel,Manual,25.1,1498.0,98.6,5.0,6.2,15.61
1631,Hyundai,i10,10.0,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.95,7.138266666666667
1632,Maruti,Swift Dzire,8.0,48987.0,Trustmark Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,3.7,8.24
1633,Maruti,Swift,3.0,25000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,6.9,7.746715686274511
1634,Maruti,Swift,8.0,30000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,3.9,7.555
1635,Mahindra,XUV500,9.0,80000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,5.5,19.91
1636,Hyundai,Creta,4.0,54000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,10.5,16.085
